4/1/2020, 20:55:14, 7
4/1/2020, 20:55:15, 19
4/1/2020, 20:55:16, 23
4/1/2020, 20:55:17, 8
4/1/2020, 20:55:18, 10
4/1/2020, 20:55:19, 2
4/1/2020, 20:55:20, 24
4/1/2020, 20:55:21, 8
4/1/2020, 20:55:22, 23
4/1/2020, 20:55:23, 19
4/1/2020, 20:55:24, 0
4/1/2020, 20:55:25, 5
4/1/2020, 20:55:26, 12
4/1/2020, 20:55:27, 2
4/1/2020, 20:55:28, 27
4/1/2020, 20:55:29, 23
4/1/2020, 20:55:30, 7
4/1/2020, 20:55:31, 19
4/1/2020, 20:55:32, 10
4/1/2020, 20:55:33, 22
4/1/2020, 20:55:34, 3
4/1/2020, 20:55:35, 19
4/1/2020, 20:55:36, 9
4/1/2020, 20:55:37, 17
4/1/2020, 20:55:38, 10
4/1/2020, 20:55:39, 3
4/1/2020, 20:55:40, 9
4/1/2020, 20:55:41, 18
4/1/2020, 20:55:42, 26
4/1/2020, 20:55:43, 25
4/1/2020, 20:55:44, 7
4/1/2020, 20:55:45, 26
4/1/2020, 20:55:46, 2
4/1/2020, 20:55:47, 7
4/1/2020, 20:55:48, 20
