08/02/2020, 21:23:05, 23.06
08/02/2020, 21:23:22, 23.00
08/02/2020, 21:23:40, 22.94
08/02/2020, 21:23:57, 22.94
08/02/2020, 21:24:14, 22.94
08/02/2020, 21:24:32, 23.00
08/02/2020, 21:24:49, 23.06
08/02/2020, 21:25:06, 23.06
08/02/2020, 21:25:24, 23.00
08/02/2020, 21:25:41, 23.00
08/02/2020, 21:25:58, 23.00
08/02/2020, 21:26:16, 22.94
08/02/2020, 21:26:33, 23.00
08/02/2020, 21:26:50, 22.94
08/02/2020, 21:27:08, 22.81
08/02/2020, 21:27:25, 22.81
08/02/2020, 21:27:42, 22.81
08/02/2020, 21:28:00, 22.87
08/02/2020, 21:28:17, 22.81
08/02/2020, 21:28:34, 22.87
08/02/2020, 21:28:52, 22.94
08/02/2020, 21:29:09, 22.94
08/02/2020, 21:29:26, 23.00
08/02/2020, 21:29:44, 22.94
08/02/2020, 21:30:01, 22.94
08/02/2020, 21:30:18, 22.94
08/02/2020, 21:30:36, 22.94
08/02/2020, 21:30:53, 22.94
08/02/2020, 21:31:10, 22.94
08/02/2020, 21:31:28, 22.87
08/02/2020, 21:31:45, 22.87
08/02/2020, 21:32:02, 22.94
08/02/2020, 21:32:20, 23.00
08/02/2020, 21:32:37, 23.00
08/02/2020, 21:32:54, 22.94
08/02/2020, 21:33:12, 22.94
08/02/2020, 21:33:29, 22.94
08/02/2020, 21:33:47, 22.94
08/02/2020, 21:34:04, 22.94
08/02/2020, 21:34:21, 22.94
08/02/2020, 21:34:39, 22.87
08/02/2020, 21:34:56, 22.81
08/02/2020, 21:35:13, 22.87
08/02/2020, 21:35:31, 22.87
08/02/2020, 21:35:48, 22.87
08/02/2020, 21:36:05, 22.87
08/02/2020, 21:36:23, 22.75
08/02/2020, 21:36:40, 22.75
08/02/2020, 21:36:57, 22.75
08/02/2020, 21:37:15, 22.75
08/02/2020, 21:37:32, 22.81
08/02/2020, 21:37:49, 22.69
08/02/2020, 21:38:07, 22.75
08/02/2020, 21:38:24, 22.69
08/02/2020, 21:38:41, 22.81
