09/03/2020, 18:44:37, 85.00
09/03/2020, 18:44:39, 26.25
09/03/2020, 18:44:41, 26.25
09/03/2020, 18:44:44, 26.19
09/03/2020, 18:44:46, 26.19
09/03/2020, 18:44:48, 26.19
09/03/2020, 18:44:50, 26.12
09/03/2020, 18:44:53, 26.12
09/03/2020, 18:44:56, 26.12
09/03/2020, 18:44:58, 26.06
09/03/2020, 18:45:01, 26.00
09/03/2020, 18:45:04, 25.94
09/03/2020, 18:45:07, 25.87
09/03/2020, 18:45:10, 25.81
09/03/2020, 18:45:13, 25.81
09/03/2020, 18:45:16, 25.75
09/03/2020, 18:45:19, 25.75
09/03/2020, 18:45:22, 25.75
09/03/2020, 18:45:24, 25.69
09/03/2020, 18:45:27, 25.69
09/03/2020, 18:45:30, 25.69
09/03/2020, 18:45:33, 25.62
09/03/2020, 18:45:36, 25.62
09/03/2020, 18:45:39, 25.56
09/03/2020, 18:45:42, 25.56
09/03/2020, 18:45:45, 25.50
09/03/2020, 18:45:48, 25.50
09/03/2020, 18:45:50, 25.50
09/03/2020, 18:45:53, 25.44
09/03/2020, 18:45:56, 25.44
09/03/2020, 18:45:59, 25.50
09/03/2020, 18:46:02, 25.50
09/03/2020, 18:46:05, 25.44
09/03/2020, 18:46:08, 25.44
09/03/2020, 18:46:11, 25.44
09/03/2020, 18:46:14, 25.44
09/03/2020, 18:46:16, 25.44
09/03/2020, 18:46:19, 25.37
09/03/2020, 18:46:22, 25.37
09/03/2020, 18:46:25, 25.37
09/03/2020, 18:46:28, 25.37
09/03/2020, 18:46:31, 25.37
09/03/2020, 18:46:34, 25.37
09/03/2020, 18:46:37, 25.37
09/03/2020, 18:46:40, 25.37
09/03/2020, 18:46:42, 25.37
09/03/2020, 18:46:45, 25.31
09/03/2020, 18:46:48, 25.25
09/03/2020, 18:46:51, 25.25
09/03/2020, 18:46:54, 25.25
09/03/2020, 18:46:57, 25.19
09/03/2020, 18:47:00, 25.19
09/03/2020, 18:47:03, 25.12
09/03/2020, 18:47:05, 25.12
09/03/2020, 18:47:08, 25.12
09/03/2020, 18:47:11, 25.06
09/03/2020, 18:47:14, 25.06
09/03/2020, 18:47:17, 25.06
09/03/2020, 18:47:20, 25.00
09/03/2020, 18:47:23, 25.00
09/03/2020, 18:47:26, 25.00
09/03/2020, 18:47:29, 25.00
09/03/2020, 18:47:31, 24.94
09/03/2020, 18:47:34, 24.94
09/03/2020, 18:47:37, 24.94
09/03/2020, 18:47:40, 24.94
09/03/2020, 18:47:43, 24.94
09/03/2020, 18:47:46, 25.00
09/03/2020, 18:47:49, 25.00
09/03/2020, 18:47:52, 24.94
09/03/2020, 18:47:55, 25.00
09/03/2020, 18:47:57, 25.00
09/03/2020, 18:48:00, 25.00
09/03/2020, 18:48:03, 24.94
09/03/2020, 18:48:06, 25.00
09/03/2020, 18:48:09, 25.00
09/03/2020, 18:48:12, 24.94
09/03/2020, 18:48:15, 24.94
09/03/2020, 18:48:18, 24.94
09/03/2020, 18:48:21, 24.87
09/03/2020, 18:48:23, 24.87
09/03/2020, 18:48:26, 24.87
09/03/2020, 18:48:29, 24.87
09/03/2020, 18:48:32, 24.87
09/03/2020, 18:48:35, 24.87
09/03/2020, 18:48:38, 24.87
09/03/2020, 18:48:41, 24.81
09/03/2020, 18:48:44, 24.81
09/03/2020, 18:48:47, 24.81
09/03/2020, 18:48:49, 24.81
09/03/2020, 18:48:52, 24.87
09/03/2020, 18:48:55, 24.87
09/03/2020, 18:48:58, 24.87
09/03/2020, 18:49:01, 24.87
09/03/2020, 18:49:04, 24.87
09/03/2020, 18:49:07, 24.87
09/03/2020, 18:49:10, 24.87
09/03/2020, 18:49:13, 24.87
09/03/2020, 18:49:15, 24.87
09/03/2020, 18:49:18, 24.87
09/03/2020, 18:49:21, 24.81
09/03/2020, 18:49:24, 24.87
09/03/2020, 18:49:27, 24.81
09/03/2020, 18:49:30, 24.81
09/03/2020, 18:49:33, 24.81
09/03/2020, 18:49:36, 24.75
09/03/2020, 18:49:39, 24.75
09/03/2020, 18:49:41, 24.75
09/03/2020, 18:49:44, 24.75
09/03/2020, 18:49:47, 24.75
09/03/2020, 18:49:50, 24.75
09/03/2020, 18:49:53, 24.69
09/03/2020, 18:49:56, 24.69
09/03/2020, 18:49:59, 24.69
09/03/2020, 18:50:02, 24.75
09/03/2020, 18:50:04, 24.75
09/03/2020, 18:50:07, 24.69
09/03/2020, 18:50:10, 24.75
09/03/2020, 18:50:13, 24.75
09/03/2020, 18:50:16, 24.75
09/03/2020, 18:50:19, 24.69
09/03/2020, 18:50:22, 24.75
09/03/2020, 18:50:25, 24.75
09/03/2020, 18:50:28, 24.75
09/03/2020, 18:50:30, 24.69
09/03/2020, 18:50:33, 24.75
09/03/2020, 18:50:36, 24.69
09/03/2020, 18:50:39, 24.69
09/03/2020, 18:50:42, 24.69
09/03/2020, 18:50:45, 24.69
09/03/2020, 18:50:48, 24.69
09/03/2020, 18:50:51, 24.69
09/03/2020, 18:50:54, 24.69
09/03/2020, 18:50:56, 24.75
09/03/2020, 18:50:59, 24.69
09/03/2020, 18:51:02, 24.75
09/03/2020, 18:51:05, 24.75
09/03/2020, 18:51:08, 24.75
09/03/2020, 18:51:11, 24.75
09/03/2020, 18:51:14, 24.75
09/03/2020, 18:51:17, 24.75
09/03/2020, 18:51:20, 24.75
09/03/2020, 18:51:22, 24.75
09/03/2020, 18:51:25, 24.75
09/03/2020, 18:51:28, 24.75
09/03/2020, 18:51:31, 24.81
09/03/2020, 18:51:34, 24.81
09/03/2020, 18:51:37, 24.81
09/03/2020, 18:51:40, 24.81
